SECCION,ANIO,ESTRUCTURA_TRADICIONAL,ESTRUCTURA_IZQUIERDA,VOTOS_MC,VOTOS_NULOS,VOTOS_TOTALES,LISTA_NOMINAL_HIST,PARTICIPACION_PCT
5320,2024,6549.0,746.0,145.0,37.0,1807.0,2490.0,72.57
5321,2012,983.0,542.0,31.0,26.0,1035.0,0.0,0.0
5321,2015,634.0,127.0,38.0,25.0,827.0,0.0,0.0
5321,2018,3910.0,455.0,31.0,29.0,1123.0,1471.0,76.34
5321,2021,3822.0,344.0,22.0,18.0,934.0,1483.0,62.98
5321,2024,3968.0,440.0,86.0,21.0,1108.0,1492.0,74.26
5322,2012,1064.0,581.0,22.0,51.0,1115.0,0.0,0.0
5322,2015,707.0,144.0,30.0,39.0,919.0,0.0,0.0
5322,2018,4463.0,506.0,28.0,27.0,1274.0,1686.0,75.56
5322,2021,4226.0,383.0,35.0,34.0,1043.0,1682.0,62.01
5322,2024,4488.0,506.0,125.0,42.0,1233.0,1724.0,71.52
5323,2012,2336.0,1259.0,32.0,81.0,2463.0,0.0,0.0
5323,2015,1422.0,268.0,63.0,76.0,1894.0,0.0,0.0
5323,2018,11011.0,1212.0,92.0,87.0,2988.0,4265.0,70.06
5323,2021,10685.0,1115.0,68.0,68.0,2293.0,4383.0,52.32
5323,2024,11827.0,1744.0,351.0,83.0,3151.0,4648.0,67.79
5324,2012,1360.0,775.0,28.0,53.0,1417.0,0.0,0.0
5324,2015,772.0,151.0,42.0,44.0,1023.0,0.0,0.0
5324,2018,5863.0,706.0,39.0,44.0,1617.0,2262.0,71.49
5324,2021,5718.0,620.0,26.0,29.0,1288.0,2310.0,55.76
5324,2024,6212.0,991.0,148.0,35.0,1671.0,2411.0,69.31
5325,2012,1083.0,586.0,19.0,58.0,1140.0,0.0,0.0
5325,2015,680.0,108.0,44.0,45.0,891.0,0.0,0.0
5325,2018,4933.0,563.0,43.0,48.0,1406.0,1881.0,74.75
5325,2021,4895.0,524.0,25.0,24.0,1133.0,1956.0,57.92
5325,2024,5344.0,793.0,146.0,31.0,1483.0,2052.0,72.27
5326,2012,1504.0,793.0,23.0,64.0,1584.0,0.0,0.0
5326,2015,891.0,135.0,49.0,38.0,1147.0,0.0,0.0
5326,2018,6512.0,732.0,52.0,46.0,1837.0,2480.0,74.07
5326,2021,6461.0,648.0,40.0,39.0,1517.0,2584.0,58.71
5326,2024,6850.0,964.0,181.0,36.0,1861.0,2666.0,69.8
5327,2012,953.0,525.0,24.0,33.0,985.0,0.0,0.0
5327,2015,626.0,102.0,41.0,28.0,803.0,0.0,0.0
5327,2018,4130.0,506.0,31.0,13.0,1151.0,1574.0,73.13
5327,2021,4112.0,452.0,31.0,31.0,968.0,1647.0,58.77
5327,2024,4500.0,700.0,118.0,22.0,1241.0,1728.0,71.82
5328,2012,706.0,362.0,14.0,21.0,706.0,0.0,0.0
5328,2015,474.0,88.0,17.0,28.0,627.0,0.0,0.0
5328,2018,2751.0,273.0,23.0,15.0,804.0,1022.0,78.67
5328,2021,2644.0,266.0,12.0,9.0,683.0,1007.0,67.83
5328,2024,2663.0,271.0,58.0,15.0,756.0,986.0,76.67
5329,2012,1482.0,798.0,43.0,70.0,1577.0,0.0,0.0
5329,2015,1025.0,189.0,35.0,59.0,1332.0,0.0,0.0
5329,2018,6540.0,754.0,38.0,50.0,1862.0,2474.0,75.26
5329,2021,6350.0,654.0,45.0,28.0,1488.0,2557.0,58.19
5329,2024,6804.0,799.0,159.0,47.0,1784.0,2643.0,67.5
5330,2012,2260.0,1251.0,40.0,80.0,2384.0,0.0,0.0
5330,2015,1486.0,343.0,47.0,76.0,2019.0,0.0,0.0
5330,2018,11244.0,1262.0,67.0,79.0,3047.0,4337.0,70.26
5330,2021,10906.0,914.0,66.0,45.0,2116.0,4572.0,46.28
5330,2024,12129.0,1458.0,293.0,76.0,3037.0,4815.0,63.07
5331,2012,781.0,416.0,24.0,42.0,820.0,0.0,0.0
5331,2015,465.0,111.0,14.0,24.0,667.0,0.0,0.0
5331,2018,3526.0,383.0,28.0,21.0,999.0,1349.0,74.05
5331,2021,3465.0,351.0,24.0,16.0,829.0,1389.0,59.68
5331,2024,3681.0,535.0,105.0,16.0,981.0,1441.0,68.08
5332,2012,823.0,455.0,13.0,25.0,831.0,0.0,0.0
5332,2015,496.0,99.0,20.0,30.0,673.0,0.0,0.0
5332,2018,3383.0,368.0,15.0,31.0,922.0,1289.0,71.53
5332,2021,3418.0,352.0,16.0,26.0,777.0,1368.0,56.8
5332,2024,3638.0,525.0,72.0,25.0,966.0,1407.0,68.66
5333,2012,1022.0,528.0,20.0,27.0,1050.0,0.0,0.0
5333,2015,650.0,154.0,19.0,36.0,901.0,0.0,0.0
5333,2018,4452.0,497.0,26.0,20.0,1287.0,1677.0,76.74
5333,2021,4240.0,475.0,22.0,19.0,1004.0,1692.0,59.34
5333,2024,4534.0,626.0,127.0,18.0,1267.0,1725.0,73.45
5334,2012,1426.0,756.0,26.0,51.0,1484.0,0.0,0.0
5334,2015,955.0,244.0,29.0,56.0,1318.0,0.0,0.0
5334,2018,7272.0,821.0,64.0,55.0,2080.0,2780.0,74.82
5334,2021,7485.0,717.0,47.0,26.0,1706.0,3034.0,56.23
5334,2024,8417.0,1043.0,230.0,54.0,2277.0,3279.0,69.44
5335,2012,2637.0,1409.0,47.0,120.0,2831.0,0.0,0.0
5335,2015,1702.0,341.0,88.0,124.0,2326.0,0.0,0.0
5335,2018,13810.0,1577.0,93.0,83.0,3719.0,5358.0,69.41
5335,2021,14109.0,1252.0,81.0,65.0,2988.0,5804.0,51.48
5335,2024,15671.0,1618.0,314.0,64.0,3669.0,6290.0,58.33
5336,2012,1550.0,945.0,24.0,67.0,1625.0,0.0,0.0
5336,2015,903.0,207.0,38.0,53.0,1209.0,0.0,0.0
5336,2018,7028.0,723.0,37.0,53.0,1906.0,2701.0,70.57
5336,2021,6739.0,632.0,36.0,35.0,1505.0,2732.0,55.09
5336,2024,7099.0,808.0,215.0,53.0,1852.0,2800.0,66.14
5337,2012,1639.0,970.0,22.0,75.0,1747.0,0.0,0.0
5337,2015,1095.0,244.0,48.0,62.0,1420.0,0.0,0.0
5337,2018,8426.0,950.0,40.0,69.0,2107.0,3317.0,63.52
5337,2021,8249.0,669.0,39.0,46.0,1586.0,3446.0,46.02
5337,2024,8543.0,900.0,208.0,51.0,1702.0,3610.0,47.15
5338,2012,1001.0,553.0,13.0,52.0,1059.0,0.0,0.0
5338,2015,653.0,131.0,28.0,30.0,850.0,0.0,0.0
5338,2018,5128.0,615.0,34.0,37.0,1357.0,1992.0,68.12
5338,2021,4984.0,428.0,27.0,24.0,993.0,2070.0,47.97
5338,2024,5407.0,698.0,134.0,14.0,1341.0,2151.0,62.34
5339,2012,1379.0,785.0,29.0,74.0,1455.0,0.0,0.0
5339,2015,851.0,184.0,34.0,52.0,1130.0,0.0,0.0
5339,2018,6274.0,729.0,29.0,37.0,1645.0,2430.0,67.7
5339,2021,6071.0,613.0,25.0,38.0,1291.0,2501.0,51.62
5339,2024,6591.0,872.0,139.0,34.0,1645.0,2591.0,63.49
5340,2012,848.0,377.0,20.0,38.0,886.0,0.0,0.0
5340,2015,546.0,105.0,25.0,45.0,735.0,0.0,0.0
5340,2018,4001.0,478.0,18.0,21.0,1088.0,1531.0,71.06
5340,2021,3977.0,419.0,19.0,38.0,959.0,1576.0,60.85
5340,2024,4120.0,491.0,126.0,31.0,1141.0,1582.0,72.12
5341,2012,1246.0,608.0,32.0,54.0,1319.0,0.0,0.0
5341,2015,724.0,177.0,54.0,40.0,1036.0,0.0,0.0
5341,2018,5096.0,596.0,44.0,26.0,1444.0,1939.0,74.47
5341,2021,4960.0,477.0,49.0,29.0,1206.0,1978.0,60.97
5341,2024,5200.0,594.0,111.0,26.0,1411.0,1997.0,70.66
5342,2012,1255.0,641.0,21.0,72.0,1338.0,0.0,0.0
5342,2015,759.0,161.0,27.0,50.0,1013.0,0.0,0.0
5342,2018,5599.0,665.0,42.0,51.0,1553.0,2150.0,72.23
5342,2021,5389.0,480.0,33.0,34.0,1217.0,2176.0,55.93
5342,2024,5779.0,717.0,121.0,33.0,1580.0,2204.0,71.69
5343,2012,1512.0,887.0,48.0,75.0,1633.0,0.0,0.0
5343,2015,1006.0,211.0,27.0,64.0,1308.0,0.0,0.0
5343,2018,7372.0,894.0,51.0,60.0,1975.0,2873.0,68.74
5343,2021,7114.0,704.0,66.0,33.0,1571.0,2902.0,54.14
5343,2024,7496.0,991.0,197.0,49.0,1966.0,2946.0,66.73
5344,2012,817.0,457.0,18.0,28.0,836.0,0.0,0.0
5344,2015,513.0,100.0,22.0,23.0,697.0,0.0,0.0
5344,2018,3553.0,403.0,14.0,24.0,946.0,1371.0,69.0
5344,2021,3441.0,291.0,21.0,20.0,733.0,1406.0,52.13
5344,2024,3657.0,458.0,98.0,23.0,970.0,1414.0,68.6
5345,2012,2205.0,1107.0,44.0,67.0,2344.0,0.0,0.0
5345,2015,1429.0,224.0,73.0,81.0,1840.0,0.0,0.0
5345,2018,10667.0,1203.0,72.0,72.0,2966.0,4096.0,72.41
5345,2021,10776.0,855.0,60.0,48.0,2347.0,4386.0,53.51
5345,2024,12352.0,1244.0,296.0,55.0,3253.0,4786.0,67.97
5346,2012,1795.0,830.0,28.0,53.0,1867.0,0.0,0.0
5346,2015,1189.0,164.0,49.0,62.0,1513.0,0.0,0.0
5346,2018,7824.0,805.0,54.0,39.0,2258.0,2943.0,76.72
5346,2021,7957.0,655.0,49.0,28.0,2050.0,3054.0,67.13
5347,2012,1441.0,730.0,25.0,46.0,1498.0,0.0,0.0
5347,2015,889.0,144.0,29.0,68.0,1153.0,0.0,0.0
5347,2018,6264.0,757.0,51.0,39.0,1815.0,2376.0,76.39
5347,2021,6070.0,646.0,28.0,25.0,1471.0,2450.0,60.04
5347,2024,6634.0,902.0,175.0,45.0,1861.0,2544.0,73.15
5348,2012,1637.0,831.0,33.0,67.0,1732.0,0.0,0.0
5348,2015,1054.0,208.0,30.0,52.0,1331.0,0.0,0.0
5348,2018,7277.0,849.0,57.0,51.0,2031.0,2779.0,73.08
5348,2021,6993.0,689.0,32.0,33.0,1658.0,2806.0,59.09
5348,2024,7308.0,862.0,162.0,39.0,1985.0,2801.0,70.87
5349,2012,2839.0,1535.0,49.0,124.0,3018.0,0.0,0.0
5349,2015,1905.0,352.0,69.0,95.0,2495.0,0.0,0.0
5349,2018,15903.0,1744.0,103.0,117.0,4161.0,6230.0,66.79
5349,2021,15728.0,1358.0,54.0,88.0,3223.0,6517.0,49.46
5349,2024,17514.0,1962.0,422.0,97.0,4432.0,6905.0,64.19
5350,2012,3183.0,1791.0,66.0,127.0,3394.0,0.0,0.0
5350,2015,2117.0,389.0,72.0,103.0,2740.0,0.0,0.0
5350,2018,18047.0,2170.0,129.0,115.0,4927.0,6977.0,70.62
5350,2021,18358.0,1520.0,75.0,102.0,3744.0,7642.0,48.99
5350,2024,22003.0,2542.0,534.0,144.0,5514.0,8741.0,63.08
5351,2012,1873.0,1007.0,26.0,71.0,1952.0,0.0,0.0
5351,2015,1274.0,178.0,50.0,42.0,1553.0,0.0,0.0
5351,2018,9084.0,1128.0,62.0,71.0,2618.0,3449.0,75.91
5351,2021,8767.0,781.0,41.0,54.0,2018.0,3609.0,55.92
5351,2024,10023.0,1170.0,273.0,71.0,2677.0,3909.0,68.48
5352,2012,542.0,275.0,17.0,26.0,553.0,0.0,0.0
5352,2015,338.0,78.0,22.0,13.0,440.0,0.0,0.0
5352,2018,2044.0,267.0,12.0,12.0,577.0,770.0,74.94
5352,2021,1959.0,203.0,16.0,13.0,489.0,770.0,63.51
5352,2024,1891.0,134.0,21.0,5.0,302.0,799.0,37.8
5353,2012,748.0,373.0,25.0,40.0,798.0,0.0,0.0
5353,2015,504.0,105.0,30.0,38.0,644.0,0.0,0.0
5353,2018,3176.0,422.0,12.0,28.0,932.0,1188.0,78.45
5353,2021,3125.0,282.0,21.0,29.0,790.0,1238.0,63.81
5353,2024,3471.0,438.0,100.0,24.0,993.0,1315.0,75.51
5354,2012,2276.0,1284.0,33.0,89.0,2417.0,0.0,0.0
5354,2015,1620.0,324.0,37.0,78.0,2022.0,0.0,0.0
5354,2018,10839.0,1303.0,72.0,65.0,3020.0,4140.0,72.95
5354,2021,10906.0,1085.0,69.0,57.0,2423.0,4466.0,54.25
5354,2024,12384.0,1716.0,374.0,84.0,3334.0,4830.0,69.03
5355,2012,1926.0,1175.0,37.0,120.0,2068.0,0.0,0.0
5355,2015,1238.0,211.0,27.0,71.0,1568.0,0.0,0.0
5355,2018,10108.0,809.0,66.0,100.0,2260.0,4092.0,55.23
5355,2021,10330.0,538.0,44.0,50.0,1851.0,4362.0,42.43
5355,2024,11244.0,1138.0,240.0,83.0,2247.0,4725.0,47.56
5356,2012,1630.0,913.0,14.0,55.0,1654.0,0.0,0.0
5356,2015,1176.0,116.0,47.0,34.0,1368.0,0.0,0.0
5356,2018,7241.0,755.0,47.0,69.0,1980.0,2741.0,72.24
5356,2021,7187.0,618.0,22.0,44.0,1556.0,2900.0,53.66
5356,2024,7536.0,968.0,109.0,58.0,1607.0,3097.0,51.89
5357,2012,743.0,291.0,1.0,28.0,743.0,0.0,0.0
5357,2015,546.0,31.0,45.0,17.0,656.0,0.0,0.0
5357,2018,4016.0,273.0,22.0,43.0,945.0,1578.0,59.89
5357,2021,4030.0,267.0,9.0,16.0,709.0,1686.0,42.05
5357,2024,4461.0,627.0,62.0,33.0,1002.0,1809.0,55.39
5358,2012,1136.0,598.0,12.0,46.0,1164.0,0.0,0.0
5358,2015,863.0,58.0,37.0,29.0,999.0,0.0,0.0
5358,2018,5078.0,369.0,36.0,68.0,1366.0,1955.0,69.87
5358,2021,5090.0,396.0,12.0,34.0,1073.0,2084.0,51.49
5358,2024,5619.0,635.0,57.0,51.0,1205.0,2301.0,52.37
5359,2012,1601.0,887.0,24.0,90.0,1702.0,0.0,0.0
5359,2015,1339.0,156.0,52.0,58.0,1631.0,0.0,0.0
5359,2018,9012.0,809.0,68.0,83.0,2424.0,3446.0,70.34
5359,2021,9276.0,804.0,33.0,55.0,1950.0,3792.0,51.42
5359,2024,10052.0,1182.0,306.0,66.0,2328.0,4143.0,56.19
5360,2012,1231.0,613.0,15.0,65.0,1292.0,0.0,0.0
5360,2015,899.0,134.0,57.0,39.0,1153.0,0.0,0.0
5360,2018,5812.0,637.0,33.0,50.0,1597.0,2210.0,72.26
5360,2021,5712.0,532.0,26.0,31.0,1177.0,2365.0,49.77
5360,2024,6592.0,1083.0,150.0,35.0,1669.0,2611.0,63.92
5361,2012,1049.0,618.0,3.0,59.0,1082.0,0.0,0.0
5361,2015,692.0,77.0,81.0,27.0,914.0,0.0,0.0
5361,2018,5461.0,416.0,45.0,59.0,1421.0,2125.0,66.87
5361,2021,5450.0,433.0,11.0,25.0,992.0,2316.0,42.83
5361,2024,6175.0,790.0,93.0,42.0,1357.0,2522.0,53.81
5362,2012,1765.0,1188.0,30.0,80.0,1905.0,0.0,0.0
5362,2015,1701.0,217.0,70.0,80.0,2093.0,0.0,0.0
5362,2018,15066.0,1474.0,120.0,78.0,3771.0,5872.0,64.22
5362,2021,15446.0,1343.0,55.0,76.0,2694.0,6629.0,40.64
5362,2024,18360.0,2621.0,319.0,109.0,4121.0,7486.0,55.05
5363,2012,923.0,463.0,20.0,55.0,968.0,0.0,0.0
5363,2015,723.0,102.0,22.0,27.0,877.0,0.0,0.0
5363,2018,7902.0,848.0,49.0,48.0,2163.0,2981.0,72.56
5363,2021,9525.0,733.0,42.0,45.0,2034.0,3839.0,52.98
5363,2024,12400.0,1289.0,306.0,47.0,3308.0,4803.0,68.87
5364,2012,1519.0,959.0,23.0,90.0,1616.0,0.0,0.0
5364,2015,949.0,126.0,27.0,28.0,1129.0,0.0,0.0
5364,2018,8274.0,958.0,46.0,66.0,2198.0,3192.0,68.86
5364,2021,8057.0,648.0,30.0,40.0,1360.0,3437.0,39.57
5364,2024,9635.0,1603.0,185.0,45.0,2339.0,3876.0,60.35
5365,2012,1058.0,650.0,7.0,44.0,1069.0,0.0,0.0
5365,2015,733.0,104.0,19.0,37.0,869.0,0.0,0.0
5365,2018,5705.0,627.0,32.0,53.0,1539.0,2186.0,70.4
5365,2021,6018.0,615.0,22.0,26.0,1299.0,2431.0,53.43
5365,2024,6253.0,719.0,140.0,26.0,1166.0,2682.0,43.48
5366,2012,8833.0,4403.0,165.0,409.0,9560.0,0.0,0.0
5367,2012,967.0,575.0,14.0,68.0,1015.0,0.0,0.0
5367,2015,673.0,95.0,20.0,52.0,881.0,0.0,0.0
5367,2018,5129.0,563.0,41.0,49.0,1399.0,2000.0,69.95
5367,2021,5213.0,427.0,18.0,17.0,963.0,2196.0,43.85
5367,2024,5771.0,640.0,103.0,43.0,1049.0,2480.0,42.3
5368,2012,1416.0,1104.0,11.0,55.0,1437.0,0.0,0.0
5368,2015,1108.0,136.0,18.0,61.0,1293.0,0.0,0.0
5368,2018,7699.0,682.0,38.0,76.0,1988.0,2974.0,66.85
5368,2021,7479.0,418.0,24.0,44.0,1274.0,3187.0,39.97
5368,2024,8458.0,1162.0,115.0,75.0,1763.0,3500.0,50.37
5369,2012,927.0,594.0,11.0,50.0,1000.0,0.0,0.0
5369,2015,755.0,93.0,30.0,45.0,958.0,0.0,0.0
5369,2018,5241.0,519.0,54.0,69.0,1435.0,2015.0,71.22
5369,2021,5074.0,373.0,10.0,31.0,773.0,2211.0,34.96
5369,2024,6087.0,871.0,157.0,42.0,1511.0,2434.0,62.08
5370,2012,1341.0,1062.0,12.0,64.0,1435.0,0.0,0.0
5370,2015,987.0,124.0,24.0,49.0,1227.0,0.0,0.0
5370,2018,7033.0,648.0,46.0,84.0,1893.0,2709.0,69.88
5370,2021,6993.0,500.0,18.0,43.0,1270.0,2954.0,42.99
5370,2024,7897.0,992.0,153.0,46.0,1728.0,3246.0,53.23
5371,2012,616.0,355.0,7.0,19.0,597.0,0.0,0.0
5371,2015,426.0,71.0,12.0,23.0,558.0,0.0,0.0
5371,2018,3204.0,352.0,17.0,21.0,869.0,1219.0,71.29
5371,2021,3398.0,329.0,20.0,20.0,759.0,1374.0,55.24
5371,2024,4107.0,591.0,68.0,21.0,1050.0,1592.0,65.95
5372,2012,1378.0,796.0,21.0,57.0,1433.0,0.0,0.0
5372,2015,1236.0,157.0,73.0,55.0,1565.0,0.0,0.0
5372,2018,9900.0,1060.0,73.0,59.0,2612.0,3832.0,68.16
5372,2021,10426.0,952.0,48.0,46.0,2105.0,4330.0,48.61
5372,2024,12601.0,1868.0,299.0,69.0,3130.0,5005.0,62.54
5373,2012,1540.0,875.0,17.0,65.0,1603.0,0.0,0.0
5373,2015,1229.0,179.0,25.0,43.0,1471.0,0.0,0.0
5373,2018,7460.0,779.0,48.0,64.0,2055.0,2847.0,72.18
5373,2021,7703.0,774.0,52.0,14.0,1702.0,3152.0,54.0
5373,2024,9083.0,1365.0,216.0,48.0,2361.0,3564.0,66.25
5374,2012,1255.0,778.0,9.0,53.0,1291.0,0.0,0.0
5374,2015,895.0,130.0,37.0,43.0,1094.0,0.0,0.0
5374,2018,6454.0,683.0,40.0,64.0,1696.0,2494.0,68.0
5374,2021,6516.0,673.0,22.0,33.0,1312.0,2736.0,47.95
5374,2024,7542.0,1096.0,136.0,57.0,1793.0,3027.0,59.23
5375,2012,1220.0,696.0,14.0,63.0,1277.0,0.0,0.0
5375,2015,922.0,93.0,46.0,62.0,1143.0,0.0,0.0
5375,2018,6145.0,515.0,41.0,47.0,1599.0,2381.0,67.16
5375,2021,6260.0,599.0,18.0,37.0,1259.0,2606.0,48.31
5375,2024,7344.0,1008.0,108.0,52.0,1688.0,2961.0,57.01
5376,2012,2010.0,1206.0,15.0,102.0,2155.0,0.0,0.0
5376,2015,1483.0,216.0,74.0,76.0,1855.0,0.0,0.0
5376,2018,10275.0,1068.0,60.0,73.0,2799.0,3935.0,71.13
5376,2021,10162.0,979.0,32.0,75.0,2073.0,4264.0,48.62
5376,2024,11555.0,1616.0,262.0,86.0,2786.0,4659.0,59.8
5377,2012,855.0,498.0,15.0,38.0,919.0,0.0,0.0
5377,2015,643.0,64.0,31.0,36.0,817.0,0.0,0.0
5377,2018,4149.0,372.0,30.0,48.0,1107.0,1605.0,68.97
5377,2021,4192.0,367.0,21.0,12.0,834.0,1761.0,47.36
5377,2024,4768.0,655.0,106.0,41.0,1112.0,1933.0,57.53
5378,2012,1587.0,985.0,21.0,71.0,1771.0,0.0,0.0
5378,2015,1180.0,216.0,69.0,59.0,1516.0,0.0,0.0
5378,2018,8275.0,752.0,50.0,61.0,2242.0,3166.0,70.81
5378,2021,8164.0,815.0,53.0,38.0,1712.0,3432.0,49.88
5378,2024,9310.0,1367.0,226.0,61.0,2334.0,3723.0,62.69
5379,2012,1375.0,909.0,18.0,56.0,1517.0,0.0,0.0
5379,2015,960.0,168.0,49.0,41.0,1240.0,0.0,0.0
5379,2018,6789.0,716.0,47.0,49.0,1864.0,2591.0,71.94
5379,2021,6740.0,739.0,23.0,30.0,1449.0,2750.0,52.69
5379,2024,7042.0,808.0,132.0,40.0,1410.0,2930.0,48.12
5380,2012,1145.0,666.0,20.0,33.0,1219.0,0.0,0.0
5380,2015,786.0,118.0,39.0,43.0,999.0,0.0,0.0
5380,2018,5306.0,627.0,34.0,45.0,1513.0,1993.0,75.92
5380,2021,5096.0,605.0,18.0,32.0,1153.0,2094.0,55.06
5380,2024,5679.0,911.0,144.0,35.0,1512.0,2223.0,68.02
5381,2012,1902.0,1143.0,25.0,112.0,2057.0,0.0,0.0
5381,2015,1409.0,155.0,47.0,75.0,1764.0,0.0,0.0
5381,2018,9526.0,828.0,69.0,100.0,2564.0,3661.0,70.04
5381,2021,9307.0,729.0,25.0,33.0,1629.0,4004.0,40.68
5381,2024,10855.0,1523.0,213.0,83.0,2571.0,4408.0,58.33
5382,2012,1938.0,1310.0,29.0,131.0,2227.0,0.0,0.0
5382,2015,1421.0,277.0,96.0,68.0,1894.0,0.0,0.0
5382,2018,11421.0,1247.0,87.0,95.0,3150.0,4387.0,71.8
5382,2021,11497.0,1190.0,36.0,69.0,2314.0,4855.0,47.66
5382,2024,13578.0,1944.0,294.0,96.0,3277.0,5443.0,60.21
5383,2012,1109.0,659.0,8.0,66.0,1195.0,0.0,0.0
5383,2015,671.0,99.0,71.0,45.0,932.0,0.0,0.0
5383,2018,5725.0,594.0,50.0,55.0,1575.0,2186.0,72.05
5383,2021,5683.0,605.0,25.0,36.0,1179.0,2399.0,49.15
5383,2024,6705.0,1004.0,164.0,65.0,1675.0,2678.0,62.55
5384,2012,1659.0,1111.0,20.0,86.0,1817.0,0.0,0.0
5384,2015,1171.0,200.0,107.0,75.0,1599.0,0.0,0.0
5384,2018,8629.0,775.0,57.0,95.0,2364.0,3320.0,71.2
5384,2021,8470.0,779.0,37.0,55.0,1810.0,3544.0,51.07
5384,2024,9579.0,1407.0,191.0,66.0,2354.0,3834.0,61.4
5385,2012,747.0,539.0,8.0,27.0,724.0,0.0,0.0
5385,2015,520.0,65.0,7.0,20.0,600.0,0.0,0.0
5385,2018,3350.0,323.0,14.0,47.0,976.0,1241.0,78.65
5385,2021,3131.0,191.0,9.0,16.0,502.0,1338.0,37.52
5385,2024,3446.0,462.0,68.0,39.0,735.0,1428.0,51.47
5386,2012,1063.0,728.0,15.0,68.0,1112.0,0.0,0.0
5386,2015,784.0,108.0,20.0,42.0,930.0,0.0,0.0
5386,2018,5733.0,594.0,20.0,19.0,1444.0,2202.0,65.58
5386,2021,5562.0,422.0,13.0,43.0,991.0,2365.0,41.9
5386,2024,6107.0,854.0,96.0,55.0,1364.0,2498.0,54.6
5387,2012,816.0,462.0,18.0,71.0,866.0,0.0,0.0
5387,2015,578.0,95.0,23.0,26.0,712.0,0.0,0.0
5387,2018,4303.0,440.0,28.0,51.0,1167.0,1643.0,71.03
5387,2021,4289.0,357.0,22.0,25.0,839.0,1792.0,46.82
5387,2024,4793.0,694.0,83.0,38.0,1122.0,1927.0,58.23
5388,2012,1702.0,969.0,34.0,80.0,1792.0,0.0,0.0
5388,2015,1060.0,167.0,29.0,80.0,1361.0,0.0,0.0
5388,2018,9452.0,911.0,54.0,115.0,2509.0,3668.0,68.4
5388,2021,9776.0,754.0,39.0,57.0,1944.0,4048.0,48.02
5389,2012,1872.0,1240.0,18.0,107.0,1973.0,0.0,0.0
5389,2015,1123.0,140.0,72.0,85.0,1428.0,0.0,0.0
5389,2018,9696.0,788.0,55.0,130.0,2473.0,3784.0,65.35
5389,2021,9379.0,720.0,42.0,61.0,1733.0,3985.0,43.49
5389,2024,10553.0,1380.0,175.0,77.0,2270.0,4345.0,52.24
5390,2012,2095.0,1225.0,17.0,113.0,2211.0,0.0,0.0
5390,2015,1359.0,245.0,38.0,78.0,1738.0,0.0,0.0
5390,2018,11391.0,1284.0,59.0,97.0,3016.0,4388.0,68.73
5390,2021,11806.0,1279.0,50.0,76.0,2540.0,4808.0,52.83
5390,2024,13372.0,2189.0,286.0,115.0,3408.0,5336.0,63.87
5391,2012,1198.0,732.0,20.0,48.0,1233.0,0.0,0.0
5391,2015,741.0,103.0,14.0,45.0,920.0,0.0,0.0
5391,2018,6547.0,681.0,26.0,58.0,1705.0,2507.0,68.01
5391,2021,6884.0,620.0,28.0,31.0,1472.0,2764.0,53.26
5391,2024,7628.0,1142.0,156.0,53.0,1817.0,3092.0,58.76
5392,2012,1180.0,762.0,4.0,53.0,1191.0,0.0,0.0
5392,2015,813.0,90.0,9.0,44.0,956.0,0.0,0.0
5392,2018,7056.0,765.0,26.0,72.0,1865.0,2718.0,68.62
5392,2021,7298.0,680.0,35.0,35.0,1488.0,2981.0,49.92
5392,2024,8361.0,1261.0,156.0,53.0,2011.0,3346.0,60.1
5393,2012,1161.0,724.0,12.0,87.0,1225.0,0.0,0.0
5393,2015,940.0,131.0,19.0,26.0,1113.0,0.0,0.0
5393,2018,7003.0,881.0,34.0,60.0,1841.0,2683.0,68.62
5393,2021,7056.0,788.0,19.0,32.0,1406.0,2899.0,48.5
5393,2024,8414.0,1454.0,147.0,50.0,2115.0,3350.0,63.13
5394,2012,1796.0,862.0,28.0,62.0,1884.0,0.0,0.0
5394,2015,1297.0,187.0,50.0,74.0,1623.0,0.0,0.0
5394,2018,9857.0,927.0,66.0,89.0,2732.0,3741.0,73.03
5394,2021,10170.0,761.0,47.0,47.0,2338.0,4036.0,57.93
5394,2024,11295.0,1178.0,229.0,45.0,3004.0,4359.0,68.91
5395,2012,609.0,383.0,27.0,44.0,635.0,0.0,0.0
5395,2015,452.0,60.0,20.0,26.0,592.0,0.0,0.0
5395,2018,3308.0,290.0,17.0,52.0,914.0,1258.0,72.66
5395,2021,3226.0,259.0,15.0,23.0,628.0,1353.0,46.42
5395,2024,3675.0,547.0,76.0,30.0,874.0,1476.0,59.21
5396,2012,1054.0,555.0,11.0,37.0,1073.0,0.0,0.0
5396,2015,680.0,100.0,74.0,44.0,892.0,0.0,0.0
5396,2018,4963.0,321.0,50.0,57.0,1401.0,1933.0,72.48
5396,2021,5091.0,486.0,16.0,21.0,1048.0,2089.0,50.17
5396,2024,5739.0,830.0,123.0,45.0,1443.0,2283.0,63.21
5397,2012,1663.0,1243.0,24.0,74.0,1729.0,0.0,0.0
5397,2015,1128.0,142.0,18.0,61.0,1369.0,0.0,0.0
5397,2018,9300.0,802.0,49.0,100.0,2315.0,3655.0,63.34
5397,2021,9340.0,681.0,34.0,55.0,1566.0,3999.0,39.16
5397,2024,10951.0,1496.0,215.0,81.0,2449.0,4495.0,54.48
5398,2012,1669.0,934.0,28.0,98.0,1787.0,0.0,0.0
